Section	Temperature Measurements	Expected Robots	Actual Robots	Goal Fulfilment Times
B	[26.89, 17.44, 21.44, 13.34, 16.67, 15.18, 25.96, 26.52, 12.75, 14.03]	2.0	0.0	0
B	[28.41, 24.58, 25.7, 22.21, 16.26, 12.44, 28.45, 24.55, 27.11, 28.27]	3.0	0.0	0
A	[16.99, 12.33, 29.15, 20.48, 13.3, 20.96, 28.04, 15.27, 12.01, 10.59]	4.0	3.0	179
D	[15.83, 13.83, 11.0, 14.18, 16.91, 14.6, 21.63, 16.49, 19.73, 18.83]	1.0	1.0	107
B	[16.34, 19.49, 12.54, 13.91, 11.72, 22.13, 26.38, 24.56, 18.89, 24.9]	4.0	1.0	136
B	[15.48, 24.06, 24.46, 25.63, 13.77, 17.44, 20.3, 10.88, 15.11, 25.63]	1.0	0.0	0
D	[29.7, 23.48, 10.74, 22.96, 14.89, 10.59, 22.2, 26.02, 20.59, 27.86]	3.0	1.0	195
D	[28.94, 21.58, 11.6, 14.6, 14.68, 10.65, 16.36, 29.96, 27.61, 28.35]	1.0	0.0	0
D	[21.03, 12.82, 23.78, 28.96, 15.81, 19.68, 16.21, 22.31, 13.32, 11.01]	2.0	0.0	0
B	[25.11, 24.57, 27.87, 22.41, 20.85, 15.59, 19.92, 24.96, 19.22, 15.74]	2.0	1.0	289
A	[19.73, 18.13, 25.02, 20.02, 10.74, 10.83, 29.6, 19.98, 28.03, 19.13]	4.0	3.0	170
C	[17.78, 15.77, 17.76, 21.46, 18.11, 28.43, 30.01, 20.64, 28.07, 13.92]	4.0	2.0	165
D	[12.61, 27.93, 15.27, 24.47, 12.56, 14.42, 26.47, 25.57, 26.81, 27.28]	2.0	1.0	111
A	[23.51, 15.13, 12.52, 16.53, 14.85, 25.18, 25.16, 18.97, 11.03, 24.23]	2.0	2.0	175
C	[18.28, 12.6, 10.83, 25.97, 15.77, 23.62, 14.3, 27.92, 13.39, 22.12]	4.0	2.0	157
D	[11.44, 25.81, 17.54, 30.06, 30.22, 26.16, 10.75, 23.83, 23.18, 20.95]	2.0	1.0	125
C	[14.4, 23.56, 17.81, 26.14, 15.5, 28.75, 24.55, 25.3, 11.44, 10.46]	1.0	0.0	0
C	[29.83, 19.01, 14.06, 27.3, 27.08, 26.28, 17.07, 24.12, 23.81, 24.34]	1.0	1.0	228
A	[23.17, 13.59, 16.16, 26.75, 11.21, 13.48, 22.94, 12.93, 28.77, 17.15]	4.0	2.0	209
D	[22.25, 12.73, 17.92, 29.27, 18.41, 12.96, 26.63, 22.68, 24.97, 19.0]	4.0	0.0	0
B	[13.97, 14.26, 20.77, 29.84, 26.93, 24.82, 16.94, 15.76, 12.15, 17.0]	2.0	2.0	117
A	[11.61, 13.41, 16.46, 28.34, 18.04, 19.59, 13.79, 19.87, 19.52, 19.03]	3.0	3.0	193
D	[22.6, 26.02, 10.74, 12.62, 25.55, 24.08, 29.3, 13.43, 24.39, 21.3]	1.0	0.0	0
B	[25.19, 27.36, 25.15, 28.09, 17.3, 10.3, 12.76, 17.56, 27.34, 12.19]	1.0	0.0	0
D	[27.07, 23.88, 12.27, 18.78, 24.99, 25.55, 26.92, 22.88, 11.18, 24.74]	2.0	1.0	163
B	[10.22, 30.04, 22.37, 25.56, 19.35, 24.32, 25.44, 19.53, 30.29, 15.19]	4.0	2.0	250
C	[24.85, 13.15, 21.16, 11.4, 23.38, 23.55, 24.81, 13.03, 17.99, 24.8]	1.0	0.0	0
C	[30.28, 14.41, 24.98, 25.72, 19.99, 26.31, 23.21, 19.5, 27.97, 29.55]	4.0	2.0	177
D	[18.44, 24.38, 24.29, 27.54, 25.32, 29.37, 22.46, 25.73, 19.49, 10.39]	4.0	2.0	255
B	[13.36, 27.08, 28.51, 25.91, 15.29, 12.03, 28.04, 20.63, 14.31, 16.71]	2.0	2.0	285
A	[21.51, 26.42, 17.56, 29.57, 14.32, 26.38, 11.12, 28.47, 16.83, 25.79]	2.0	1.0	181
D	[21.29, 19.65, 21.07, 15.04, 15.73, 10.93, 15.13, 20.04, 27.28, 26.36]	3.0	0.0	0
C	[20.42, 24.15, 10.23, 17.65, 14.02, 14.23, 29.82, 18.78, 19.01, 15.04]	2.0	2.0	227
B	[27.08, 11.2, 10.39, 20.62, 26.46, 29.36, 20.03, 26.91, 25.43, 27.15]	2.0	1.0	174
B	[28.73, 18.28, 23.46, 29.6, 27.03, 29.5, 20.62, 18.57, 20.63, 29.45]	4.0	3.0	149
C	[16.37, 30.06, 24.41, 29.24, 22.96, 23.45, 28.87, 15.18, 16.33, 14.15]	4.0	0.0	0
A	[29.08, 19.57, 25.07, 23.55, 27.81, 28.86, 28.08, 10.69, 25.78, 22.12]	1.0	1.0	96
B	[23.58, 17.43, 22.75, 16.1, 13.5, 13.85, 20.5, 10.91, 16.71, 19.47]	4.0	2.0	104
D	[18.44, 13.72, 23.6, 26.97, 18.39, 20.23, 10.72, 27.38, 11.48, 25.05]	1.0	0.0	0
B	[27.36, 26.53, 14.34, 27.29, 12.04, 19.51, 10.99, 18.54, 12.11, 17.38]	1.0	1.0	199
B	[22.25, 19.74, 18.51, 15.83, 28.96, 19.49, 13.03, 16.75, 14.65, 12.97]	2.0	1.0	97
B	[19.4, 21.94, 17.74, 13.18, 13.29, 22.16, 16.8, 18.85, 20.4, 26.15]	2.0	2.0	238
C	[20.38, 19.95, 13.64, 21.93, 13.75, 13.11, 16.31, 11.87, 12.07, 24.99]	2.0	2.0	205
B	[21.85, 13.89, 22.98, 16.31, 11.34, 29.27, 15.98, 11.59, 24.42, 25.49]	3.0	2.0	184
A	[19.3, 28.24, 21.33, 25.59, 11.58, 21.47, 28.59, 26.81, 14.76, 27.18]	4.0	1.0	181
C	[24.18, 26.66, 10.76, 13.91, 24.22, 20.61, 20.22, 11.31, 23.39, 22.72]	1.0	0.0	0
B	[28.93, 23.09, 19.2, 12.6, 11.06, 17.81, 16.7, 15.06, 22.98, 22.27]	1.0	0.0	0
B	[20.14, 21.36, 16.02, 17.43, 16.21, 18.27, 13.34, 17.25, 22.71, 26.72]	1.0	0.0	0
C	[11.16, 22.02, 28.23, 12.16, 12.58, 29.68, 19.64, 23.51, 29.64, 26.15]	1.0	1.0	244
A	[18.25, 19.92, 30.05, 11.93, 20.7, 26.18, 13.07, 10.6, 18.83, 19.19]	1.0	1.0	243
D	[29.31, 22.95, 21.62, 17.39, 27.12, 18.22, 13.41, 12.36, 17.01, 19.38]	2.0	1.0	229
A	[24.75, 11.59, 12.61, 21.08, 18.77, 24.47, 22.25, 25.06, 23.07, 28.61]	2.0	2.0	105
D	[24.24, 20.28, 17.18, 14.32, 15.69, 15.06, 15.85, 22.34, 11.88, 21.78]	2.0	1.0	231
A	[13.1, 27.32, 28.47, 21.53, 10.78, 28.03, 15.43, 29.48, 25.92, 14.39]	4.0	3.0	141
C	[13.94, 18.28, 27.49, 16.95, 17.31, 12.35, 16.38, 22.53, 13.19, 29.81]	4.0	3.0	226
B	[14.6, 18.71, 15.94, 10.74, 28.37, 19.39, 16.01, 14.22, 20.91, 15.29]	4.0	4.0	136
A	[25.67, 12.6, 15.44, 13.32, 15.91, 25.3, 20.48, 30.2, 12.81, 25.99]	4.0	0.0	0
C	[26.76, 11.97, 10.29, 14.03, 22.09, 26.4, 19.18, 25.9, 14.31, 28.73]	3.0	3.0	215
C	[19.28, 23.77, 23.24, 17.61, 15.9, 17.1, 21.99, 18.64, 29.32, 15.93]	4.0	0.0	0
B	[17.01, 13.24, 27.6, 13.59, 12.06, 21.62, 27.39, 12.53, 27.75, 27.88]	4.0	2.0	216
D	[13.99, 29.03, 24.92, 11.73, 14.57, 25.18, 17.14, 28.79, 16.46, 18.37]	4.0	3.0	145
A	[12.52, 14.45, 14.33, 11.43, 17.38, 12.56, 17.57, 16.31, 25.19, 26.18]	2.0	0.0	0
C	[12.19, 18.54, 26.32, 24.68, 20.96, 10.88, 25.72, 11.5, 25.39, 18.65]	4.0	4.0	212
A	[18.42, 25.42, 27.26, 24.79, 23.35, 14.23, 18.57, 10.72, 29.86, 10.93]	1.0	1.0	227
C	[11.33, 28.28, 19.02, 25.13, 29.7, 29.2, 23.59, 12.23, 18.84, 17.35]	2.0	0.0	0
D	[13.77, 23.83, 30.06, 30.16, 29.25, 26.93, 29.29, 18.37, 13.76, 20.34]	3.0	2.0	205
C	[15.57, 17.3, 30.04, 20.28, 13.54, 22.61, 27.0, 10.85, 28.38, 23.55]	1.0	0.0	0
C	[27.62, 15.09, 24.01, 24.16, 22.25, 27.73, 21.68, 19.56, 21.57, 21.05]	1.0	1.0	206
B	[23.02, 29.13, 17.6, 22.68, 13.61, 19.79, 17.87, 17.25, 28.9, 25.8]	2.0	0.0	0
A	[21.59, 16.12, 16.39, 19.39, 27.85, 14.07, 20.79, 28.81, 29.01, 20.62]	2.0	2.0	91
D	[24.83, 24.54, 12.3, 15.21, 16.7, 23.32, 21.32, 14.76, 27.44, 28.22]	3.0	0.0	0
B	[17.19, 21.97, 21.94, 18.11, 11.72, 17.29, 28.61, 14.04, 19.9, 11.13]	3.0	1.0	216
C	[11.88, 29.13, 26.31, 10.36, 27.68, 19.26, 25.17, 30.25, 21.5, 28.96]	1.0	0.0	0
A	[17.32, 16.1, 18.6, 25.58, 11.0, 14.08, 13.58, 11.66, 17.78, 28.12]	4.0	0.0	0
D	[21.75, 13.63, 14.18, 13.19, 23.52, 19.95, 24.19, 25.47, 15.03, 17.99]	4.0	2.0	152
C	[27.97, 19.77, 29.07, 17.0, 27.89, 27.55, 18.41, 26.02, 23.46, 11.97]	1.0	0.0	0
B	[11.8, 11.31, 20.53, 16.7, 12.78, 15.67, 15.11, 24.4, 18.16, 11.19]	3.0	1.0	66
A	[13.62, 27.38, 25.33, 27.09, 10.9, 12.89, 14.58, 16.3, 28.74, 19.02]	1.0	0.0	0
C	[19.19, 19.1, 14.27, 26.0, 28.44, 12.57, 11.69, 20.13, 14.6, 25.51]	3.0	3.0	257
C	[19.13, 24.78, 27.77, 14.66, 18.43, 13.84, 24.31, 22.88, 18.5, 26.68]	1.0	0.0	0
B	[15.58, 20.3, 17.82, 23.24, 30.25, 15.21, 13.09, 10.64, 23.05, 20.71]	4.0	2.0	188
D	[21.54, 20.16, 18.42, 28.18, 13.4, 15.88, 18.93, 12.08, 10.55, 24.91]	1.0	1.0	229
A	[19.54, 27.7, 16.9, 10.77, 11.47, 16.46, 13.14, 25.69, 23.0, 11.02]	1.0	0.0	0
A	[21.86, 18.62, 24.0, 16.94, 20.92, 19.49, 29.5, 18.03, 29.07, 14.38]	4.0	1.0	171
B	[11.54, 27.98, 29.6, 18.59, 19.65, 28.55, 25.78, 14.38, 16.6, 13.9]	3.0	1.0	182
D	[19.73, 16.0, 24.57, 27.23, 27.65, 26.3, 19.56, 28.05, 28.42, 11.9]	3.0	0.0	0
A	[29.61, 21.56, 10.43, 28.93, 11.99, 16.88, 28.07, 12.03, 15.18, 12.47]	3.0	0.0	0
A	[21.66, 23.93, 28.13, 13.55, 24.76, 25.47, 23.78, 17.37, 20.91, 13.09]	2.0	2.0	250
C	[21.55, 26.58, 27.61, 11.24, 29.37, 26.83, 12.78, 22.39, 13.7, 29.59]	4.0	0.0	0
A	[11.37, 18.58, 14.66, 10.79, 23.13, 24.93, 20.38, 16.18, 24.62, 20.7]	1.0	1.0	289
B	[10.97, 19.2, 23.06, 27.26, 12.46, 13.25, 20.29, 19.27, 17.05, 16.09]	4.0	3.0	188
A	[23.92, 22.45, 15.48, 24.91, 12.12, 21.37, 11.35, 27.56, 11.31, 24.68]	1.0	0.0	0
A	[11.8, 20.52, 27.05, 12.99, 13.75, 21.35, 27.67, 25.7, 25.84, 17.61]	3.0	2.0	176
A	[25.03, 12.44, 10.74, 17.19, 17.2, 21.82, 12.18, 17.0, 24.56, 27.22]	4.0	3.0	193
C	[16.58, 13.18, 11.92, 24.96, 11.97, 13.75, 12.21, 16.57, 25.34, 24.88]	2.0	2.0	245
A	[13.45, 18.58, 29.08, 23.47, 21.96, 23.21, 22.02, 19.36, 13.48, 13.93]	4.0	2.0	223
D	[16.12, 23.11, 14.28, 25.48, 25.47, 27.3, 17.35, 13.55, 23.31, 10.85]	4.0	0.0	0
C	[29.14, 22.71, 21.08, 28.32, 14.13, 11.16, 17.65, 23.85, 11.09, 24.93]	1.0	1.0	189
B	[21.14, 29.83, 16.24, 14.22, 14.27, 17.42, 26.75, 14.97, 12.64, 25.23]	4.0	0.0	0
C	[22.7, 11.18, 12.43, 28.1, 16.9, 12.28, 11.54, 28.17, 14.38, 13.36]	4.0	3.0	188
D	[20.81, 22.31, 12.14, 30.25, 27.96, 18.72, 11.81, 22.74, 11.27, 29.43]	2.0	2.0	155
A	[22.11, 13.33, 25.54, 17.22, 17.01, 15.8, 26.56, 22.18, 28.64, 14.31]	2.0	2.0	195
A	[21.59, 13.8, 14.62, 11.69, 26.98, 26.87, 17.07, 25.98, 26.76, 26.09]	3.0	0.0	0
A	[19.27, 29.31, 21.11, 17.34, 10.73, 23.11, 29.23, 27.07, 23.79, 28.47]	1.0	0.0	0
C	[21.06, 21.37, 25.23, 17.14, 29.5, 22.82, 16.57, 18.09, 29.25, 15.2]	1.0	1.0	257
D	[12.58, 10.33, 15.02, 10.65, 23.37, 15.48, 21.36, 18.5, 20.6, 28.82]	4.0	0.0	0
D	[10.95, 16.27, 13.59, 17.35, 23.34, 16.61, 25.4, 18.17, 17.97, 27.01]	4.0	4.0	168
D	[20.22, 15.65, 23.41, 25.2, 26.23, 26.81, 11.41, 18.31, 21.86, 20.25]	1.0	0.0	0
C	[25.46, 26.51, 27.27, 24.2, 29.67, 24.94, 23.67, 19.32, 15.37, 22.5]	3.0	2.0	161
B	[17.97, 29.77, 15.48, 26.39, 11.95, 20.32, 10.41, 16.15, 14.88, 25.5]	2.0	0.0	0
B	[24.16, 15.6, 24.44, 12.3, 24.79, 20.52, 15.54, 21.69, 26.89, 17.82]	4.0	2.0	126
C	[10.72, 27.42, 14.47, 12.72, 11.31, 22.85, 12.58, 19.27, 25.48, 25.45]	2.0	2.0	207
B	[25.06, 14.2, 13.47, 21.45, 24.95, 29.31, 23.48, 11.67, 16.18, 11.09]	2.0	0.0	0
C	[10.58, 28.94, 23.44, 12.53, 12.33, 25.47, 25.68, 18.37, 28.5, 23.62]	2.0	0.0	0
B	[27.93, 10.39, 14.69, 16.7, 22.8, 29.63, 19.55, 15.97, 28.06, 27.54]	2.0	2.0	140
A	[16.49, 27.69, 13.31, 28.24, 21.43, 23.39, 24.61, 24.23, 21.34, 17.13]	3.0	0.0	0
A	[15.5, 13.79, 22.92, 16.53, 11.98, 18.78, 19.77, 10.45, 16.51, 14.02]	2.0	2.0	165
B	[27.17, 14.52, 23.35, 13.67, 15.85, 26.03, 11.02, 24.62, 20.81, 25.75]	3.0	3.0	201
B	[29.66, 15.06, 17.32, 23.34, 25.82, 25.22, 24.65, 17.54, 29.52, 12.31]	2.0	0.0	0
D	[20.96, 28.19, 14.72, 17.62, 29.62, 21.35, 18.46, 18.75, 24.56, 10.69]	1.0	1.0	257
D	[17.04, 27.9, 21.25, 25.67, 16.05, 19.37, 23.96, 11.27, 16.04, 20.86]	4.0	0.0	0
A	[14.75, 22.14, 25.31, 29.79, 17.01, 17.99, 19.63, 25.47, 15.9, 21.82]	1.0	0.0	0
B	[20.87, 22.73, 25.92, 26.88, 26.09, 25.03, 19.52, 18.18, 24.24, 27.4]	3.0	1.0	250
C	[23.76, 18.95, 26.96, 12.64, 20.96, 19.37, 21.39, 30.19, 19.86, 14.72]	1.0	1.0	224
C	[22.54, 17.64, 15.5, 18.0, 12.61, 13.79, 16.59, 25.66, 14.13, 23.16]	3.0	2.0	192
B	[10.61, 17.22, 19.89, 19.82, 15.09, 17.55, 21.57, 17.41, 11.46, 18.5]	2.0	1.0	260
C	[22.27, 14.0, 10.51, 25.14, 13.69, 23.84, 13.98, 15.7, 23.82, 27.79]	4.0	3.0	259
D	[20.37, 29.04, 18.15, 19.0, 12.65, 29.07, 22.27, 23.33, 26.69, 18.42]	4.0	0.0	0
D	[29.45, 22.86, 14.48, 17.36, 24.1, 14.19, 21.22, 10.24, 26.26, 15.15]	3.0	3.0	187
D	[24.54, 22.82, 29.19, 15.67, 25.85, 20.83, 16.97, 10.32, 17.43, 26.32]	3.0	0.0	0
C	[15.58, 24.02, 11.91, 20.88, 28.87, 14.94, 13.45, 17.22, 24.69, 15.15]	1.0	0.0	0
D	[14.42, 22.46, 13.53, 18.02, 13.81, 24.59, 20.78, 30.08, 13.41, 16.28]	1.0	1.0	130
B	[15.8, 15.34, 24.7, 29.99, 14.46, 18.63, 11.04, 10.53, 27.97, 27.68]	4.0	0.0	0
B	[10.5, 26.19, 24.57, 27.88, 18.24, 27.47, 11.65, 20.44, 11.97, 19.36]	4.0	0.0	0
C	[16.4, 15.66, 14.29, 18.17, 11.14, 29.12, 15.31, 18.01, 18.19, 16.87]	4.0	4.0	166
A	[25.56, 21.65, 23.62, 21.08, 29.11, 29.79, 18.53, 18.62, 29.24, 22.22]	4.0	2.0	204
A	[14.75, 28.88, 28.32, 29.69, 16.15, 17.49, 16.18, 24.03, 20.96, 29.32]	3.0	0.0	0
D	[13.64, 18.95, 28.89, 23.36, 13.77, 11.17, 23.9, 19.76, 22.04, 15.31]	3.0	0.0	0
B	[23.06, 17.31, 21.61, 25.63, 29.65, 26.09, 27.17, 24.89, 23.68, 23.47]	4.0	3.0	161
A	[12.34, 28.74, 25.66, 28.68, 14.07, 29.26, 20.16, 20.68, 18.2, 26.2]	3.0	1.0	169
A	[18.49, 23.04, 11.52, 16.38, 14.78, 25.25, 21.68, 27.99, 28.4, 16.97]	1.0	0.0	0
B	[17.36, 20.51, 26.61, 25.51, 10.22, 28.79, 12.83, 30.23, 12.41, 11.03]	3.0	0.0	0
B	[12.55, 15.14, 24.5, 23.49, 10.35, 19.52, 20.65, 11.6, 18.28, 10.33]	2.0	0.0	0
B	[11.12, 11.3, 29.77, 19.27, 18.68, 22.31, 27.17, 11.48, 17.7, 26.21]	1.0	1.0	154
B	[28.75, 23.48, 18.04, 21.26, 21.65, 13.11, 13.22, 18.24, 29.9, 22.89]	1.0	0.0	0
B	[26.42, 10.34, 11.98, 17.67, 12.51, 13.06, 13.32, 30.28, 14.77, 13.84]	1.0	0.0	0
D	[23.15, 13.93, 11.87, 15.26, 14.61, 22.25, 23.71, 12.77, 11.13, 21.99]	4.0	2.0	102
A	[20.07, 10.21, 16.8, 23.98, 23.65, 27.75, 21.41, 16.9, 30.07, 17.79]	3.0	0.0	0
C	[19.53, 24.2, 27.66, 30.22, 26.79, 16.48, 25.5, 14.5, 27.2, 26.33]	3.0	1.0	186
B	[18.92, 27.8, 18.46, 24.99, 20.09, 14.23, 18.19, 11.37, 12.65, 30.2]	1.0	0.0	0
D	[15.1, 29.14, 11.36, 15.34, 19.97, 12.94, 24.66, 14.53, 24.1, 16.56]	2.0	0.0	0
C	[25.73, 15.8, 26.31, 12.5, 17.18, 22.84, 15.83, 22.07, 22.15, 22.13]	1.0	0.0	0
B	[24.28, 12.84, 13.46, 21.2, 24.93, 20.39, 12.26, 21.52, 25.24, 14.51]	1.0	0.0	0
D	[29.04, 13.1, 23.07, 12.43, 17.27, 22.12, 21.51, 12.36, 29.06, 25.72]	1.0	1.0	122
C	[22.49, 15.65, 11.41, 25.37, 14.29, 29.51, 29.46, 11.46, 27.38, 16.19]	4.0	3.0	171
D	[17.37, 15.95, 26.22, 15.51, 20.69, 20.65, 20.58, 21.98, 19.19, 18.71]	3.0	3.0	214
B	[20.68, 23.74, 19.62, 13.06, 23.91, 21.64, 15.56, 29.84, 16.1, 19.86]	3.0	2.0	154
D	[21.18, 24.14, 29.5, 20.87, 15.12, 13.69, 23.59, 25.14, 22.55, 13.75]	3.0	2.0	174
A	[15.31, 13.09, 22.5, 28.8, 19.36, 14.44, 28.84, 19.18, 20.94, 11.79]	2.0	2.0	240
C	[24.25, 20.78, 20.2, 18.05, 27.77, 24.71, 29.12, 10.58, 18.83, 14.27]	2.0	2.0	140
A	[21.5, 14.17, 22.15, 15.83, 16.28, 23.81, 12.77, 10.68, 19.44, 28.98]	1.0	1.0	230
C	[12.16, 18.54, 21.21, 12.05, 29.96, 28.23, 26.17, 11.2, 22.14, 20.54]	3.0	2.0	130
B	[10.75, 24.76, 21.56, 25.85, 11.93, 30.0, 12.61, 23.95, 17.62, 29.13]	2.0	2.0	96
C	[20.74, 15.34, 14.98, 23.33, 15.1, 14.0, 30.14, 17.05, 15.72, 22.18]	3.0	0.0	0
A	[20.93, 18.72, 12.47, 11.92, 28.93, 27.27, 29.92, 14.25, 28.3, 30.27]	3.0	0.0	0
A	[19.82, 12.15, 27.32, 16.29, 16.44, 20.34, 10.52, 17.18, 18.09, 11.33]	1.0	0.0	0
D	[28.76, 15.66, 21.97, 28.79, 19.96, 16.84, 10.34, 12.64, 16.31, 25.06]	3.0	0.0	0
A	[21.41, 22.52, 20.1, 15.49, 22.65, 27.96, 20.21, 12.75, 13.33, 27.77]	4.0	0.0	0
D	[12.7, 14.56, 16.04, 21.24, 25.7, 22.44, 20.44, 23.41, 14.42, 13.07]	2.0	0.0	0
A	[15.04, 14.8, 10.47, 21.87, 18.64, 15.18, 12.15, 29.91, 11.09, 11.4]	1.0	1.0	293
A	[12.44, 17.17, 17.03, 20.45, 11.74, 10.46, 13.21, 24.34, 14.3, 28.86]	1.0	0.0	0
D	[20.97, 16.7, 19.18, 30.0, 25.28, 10.95, 19.2, 23.45, 19.63, 14.52]	4.0	1.0	125
D	[14.41, 19.72, 16.96, 29.09, 12.75, 10.69, 30.13, 29.68, 20.7, 16.5]	1.0	1.0	71
D	[15.61, 27.77, 17.99, 21.79, 11.3, 15.44, 25.02, 18.68, 12.72, 21.46]	3.0	3.0	138
C	[23.86, 16.27, 25.34, 22.49, 13.93, 28.1, 16.24, 16.18, 20.65, 23.29]	3.0	3.0	155
C	[29.18, 11.66, 30.08, 30.11, 30.02, 15.04, 26.86, 13.44, 16.63, 22.12]	2.0	2.0	237
C	[24.79, 19.99, 13.83, 16.49, 14.56, 25.12, 27.23, 29.49, 28.13, 26.52]	2.0	0.0	0
D	[25.8, 11.47, 18.25, 11.86, 14.74, 12.91, 14.41, 14.89, 21.03, 19.78]	1.0	1.0	203
A	[29.26, 25.58, 26.56, 13.58, 16.04, 23.97, 16.96, 21.95, 14.65, 10.99]	1.0	1.0	223
A	[13.82, 18.87, 24.37, 20.31, 25.94, 21.46, 30.25, 13.75, 24.72, 16.73]	3.0	2.0	198
A	[29.35, 13.55, 24.46, 12.21, 19.94, 15.41, 20.29, 18.54, 15.87, 22.73]	1.0	0.0	0
D	[19.27, 14.27, 16.12, 11.58, 24.03, 25.29, 12.91, 30.2, 15.7, 21.58]	2.0	0.0	0
D	[17.92, 13.79, 14.43, 27.01, 23.09, 24.01, 10.65, 14.99, 15.91, 17.1]	1.0	1.0	62
B	[21.93, 21.35, 27.29, 27.27, 16.18, 25.12, 27.41, 10.63, 22.18, 26.34]	1.0	0.0	0
C	[12.34, 27.43, 11.42, 14.83, 27.27, 11.6, 26.68, 18.68, 15.68, 27.45]	3.0	2.0	186
C	[18.1, 22.16, 23.48, 26.37, 19.94, 22.21, 19.38, 15.6, 22.77, 14.71]	2.0	0.0	0
A	[20.36, 22.32, 12.35, 21.19, 23.28, 15.96, 12.33, 26.05, 20.4, 29.33]	1.0	1.0	61
C	[25.92, 27.55, 19.46, 23.19, 17.31, 11.24, 27.14, 27.16, 29.09, 15.08]	1.0	0.0	0
D	[20.92, 28.6, 20.48, 22.19, 28.21, 16.37, 11.04, 17.76, 18.19, 30.16]	1.0	0.0	0
A	[17.18, 20.54, 14.3, 12.61, 15.69, 12.15, 13.21, 29.95, 28.39, 26.26]	4.0	4.0	179
D	[24.56, 26.57, 20.73, 29.76, 21.81, 25.98, 25.17, 10.99, 27.32, 20.15]	2.0	1.0	177
A	[27.78, 17.0, 20.25, 22.33, 10.59, 20.79, 15.17, 23.29, 29.42, 28.75]	2.0	0.0	0
C	[29.73, 25.69, 11.66, 25.79, 11.45, 20.87, 14.96, 12.98, 24.7, 12.91]	1.0	0.0	0
D	[11.11, 10.35, 24.19, 19.39, 13.97, 16.48, 19.52, 23.27, 24.76, 10.72]	3.0	0.0	0
A	[21.08, 15.75, 15.22, 26.54, 21.43, 15.3, 29.54, 22.03, 24.25, 16.86]	1.0	0.0	0
A	[27.62, 15.63, 22.78, 23.39, 21.14, 23.99, 13.74, 29.95, 13.68, 18.24]	4.0	0.0	0
D	[24.22, 12.24, 23.29, 11.98, 20.02, 28.74, 16.69, 27.27, 23.46, 20.3]	3.0	0.0	0
C	[22.21, 20.67, 18.88, 26.71, 13.54, 23.97, 17.71, 14.49, 14.57, 17.37]	3.0	3.0	173
A	[26.63, 29.66, 16.03, 24.02, 23.36, 19.82, 15.1, 18.36, 12.88, 27.38]	3.0	0.0	0
C	[15.45, 23.1, 21.51, 21.78, 21.75, 17.47, 14.3, 20.45, 10.31, 12.23]	2.0	2.0	159
C	[26.13, 16.93, 19.76, 14.84, 29.16, 19.11, 24.23, 28.57, 11.95, 23.37]	2.0	0.0	0
D	[13.47, 15.32, 28.51, 12.86, 18.33, 15.33, 18.74, 27.22, 28.8, 24.93]	1.0	1.0	96
B	[20.64, 13.66, 29.9, 29.63, 28.87, 14.58, 20.07, 28.82, 23.15, 18.44]	3.0	3.0	115
B	[11.24, 27.47, 14.64, 19.9, 27.64, 17.22, 12.82, 14.16, 24.39, 23.61]	1.0	0.0	0
D	[17.04, 24.52, 13.42, 28.12, 17.66, 18.73, 10.79, 29.51, 28.39, 14.97]	1.0	1.0	149
B	[27.84, 26.47, 24.34, 30.04, 20.47, 15.6, 17.26, 29.54, 17.7, 21.08]	2.0	2.0	129
D	[28.52, 24.09, 20.65, 10.54, 29.28, 11.04, 23.64, 16.05, 15.74, 23.63]	4.0	4.0	148
D	[20.46, 12.06, 17.91, 30.23, 15.18, 14.63, 19.4, 18.84, 28.23, 28.71]	1.0	1.0	149
C	[15.54, 30.13, 23.86, 19.08, 29.68, 27.46, 22.79, 26.75, 13.4, 24.51]	1.0	0.0	0
A	[17.68, 19.32, 24.02, 24.56, 25.98, 10.42, 15.25, 14.62, 16.15, 19.59]	1.0	1.0	268
A	[25.64, 17.53, 24.7, 10.29, 26.71, 19.38, 26.45, 29.53, 16.83, 23.2]	2.0	2.0	290
C	[10.48, 14.44, 22.02, 19.02, 17.02, 29.56, 28.07, 20.61, 23.59, 24.12]	3.0	0.0	0
A	[28.36, 27.9, 25.01, 28.78, 18.13, 21.56, 13.55, 13.93, 17.8, 20.56]	1.0	1.0	107
D	[24.68, 27.06, 22.14, 10.31, 13.73, 30.18, 17.23, 12.02, 17.45, 10.48]	1.0	1.0	278
A	[24.6, 23.81, 10.58, 25.54, 25.47, 29.35, 30.02, 11.76, 21.44, 23.19]	3.0	2.0	141
D	[16.58, 28.3, 22.57, 18.23, 12.57, 28.23, 20.96, 12.42, 10.91, 19.67]	2.0	1.0	106
C	[19.46, 24.39, 29.88, 29.52, 19.88, 24.72, 11.91, 14.39, 29.99, 26.21]	2.0	1.0	179
C	[12.1, 11.68, 10.66, 13.58, 14.2, 18.89, 13.92, 25.18, 13.03, 21.94]	1.0	0.0	0
C	[27.75, 16.68, 21.46, 22.55, 29.33, 15.8, 11.22, 20.47, 20.59, 26.37]	2.0	2.0	220
C	[25.99, 15.73, 18.06, 15.53, 21.37, 26.67, 11.65, 21.28, 24.13, 26.03]	3.0	3.0	176
C	[26.98, 28.3, 22.49, 27.94, 19.88, 13.06, 25.21, 20.53, 15.84, 20.28]	4.0	3.0	243
